               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.022144,            0.016907,           0.0026011,             0.84555,             0.72305,             0.78466,             0.46943,            0.029892,            0.015277,           0.0088124,           0.0069112,           0.0069112,           0.0069112
                 158,            0.021927,            0.016919,           0.0019881,             0.84242,             0.73036,             0.77338,             0.45818,             0.03062,            0.015331,           0.0099133,           0.0068914,           0.0068914,           0.0068914
                 159,            0.022437,            0.016788,           0.0021119,             0.83389,             0.72713,             0.78289,             0.45291,            0.030722,            0.015269,            0.011044,           0.0068716,           0.0068716,           0.0068716
                 160,            0.022473,             0.01652,           0.0026856,             0.84287,             0.71934,             0.77947,             0.44786,            0.030625,            0.015358,            0.012493,           0.0068518,           0.0068518,           0.0068518
                 161,             0.02252,             0.01689,           0.0025996,             0.85975,             0.70519,             0.78263,             0.45894,            0.031464,            0.015655,            0.013096,            0.006832,            0.006832,            0.006832
                 162,            0.022535,            0.016738,           0.0024953,             0.86345,             0.72135,             0.78822,             0.46455,              0.0312,            0.014999,            0.011868,           0.0068122,           0.0068122,           0.0068122
                 163,            0.022362,             0.01667,           0.0024395,             0.85731,             0.71163,             0.78661,             0.46635,            0.031441,            0.015519,             0.01298,           0.0067924,           0.0067924,           0.0067924
                 164,            0.022085,            0.016307,           0.0023227,              0.8483,             0.72406,             0.80096,             0.47116,            0.031357,            0.015956,             0.01173,           0.0067726,           0.0067726,           0.0067726
                 165,            0.021941,            0.016639,           0.0025927,             0.84893,             0.73113,             0.79291,             0.46172,            0.031585,            0.015419,            0.011587,           0.0067528,           0.0067528,           0.0067528
                 166,            0.022139,            0.016335,           0.0026744,             0.83426,             0.74274,             0.78947,             0.45132,            0.031686,            0.014941,            0.010728,            0.006733,            0.006733,            0.006733
                 167,            0.022382,            0.016527,           0.0023996,              0.8621,              0.7369,             0.79454,             0.45531,            0.031697,            0.014456,            0.011897,           0.0067132,           0.0067132,           0.0067132
                 168,            0.021886,            0.016638,           0.0024298,             0.84114,             0.75392,             0.79655,             0.46112,            0.031662,            0.014445,            0.011601,           0.0066934,           0.0066934,           0.0066934
                 169,            0.022042,            0.016628,           0.0024545,             0.87567,             0.75407,             0.80889,             0.45277,            0.031829,            0.014639,            0.011478,           0.0066736,           0.0066736,           0.0066736
                 170,            0.022225,            0.016756,           0.0022814,             0.82961,             0.73716,             0.79648,             0.44942,            0.031696,            0.014814,            0.012188,           0.0066538,           0.0066538,           0.0066538
                 171,            0.021545,            0.016334,           0.0022248,             0.84525,             0.75708,             0.80883,             0.45603,            0.031622,            0.014491,            0.010352,            0.006634,            0.006634,            0.006634
                 172,             0.02137,            0.016495,           0.0022727,             0.88187,             0.73986,             0.80495,             0.45972,             0.03186,            0.015091,            0.010645,           0.0066142,           0.0066142,           0.0066142
                 173,             0.02164,            0.016048,           0.0020366,             0.87124,             0.73585,             0.79363,             0.45493,            0.031982,            0.015626,            0.012136,           0.0065944,           0.0065944,           0.0065944
                 174,            0.021579,            0.015896,           0.0022708,             0.85137,             0.71934,             0.78419,             0.45566,            0.032076,            0.015536,            0.013336,           0.0065746,           0.0065746,           0.0065746
                 175,            0.021886,            0.016464,           0.0023079,             0.87865,             0.70755,             0.79002,             0.45764,            0.031751,            0.015281,            0.013126,           0.0065548,           0.0065548,           0.0065548
                 176,            0.021919,            0.016525,           0.0023033,             0.85646,             0.71884,             0.79728,             0.45852,            0.031152,            0.015449,             0.01187,            0.006535,            0.006535,            0.006535
                 177,            0.021652,            0.016483,           0.0021332,             0.88516,             0.69285,              0.7894,             0.45918,            0.031093,            0.015748,            0.011672,           0.0065152,           0.0065152,           0.0065152
                 178,            0.021629,            0.016327,           0.0020151,             0.82468,             0.73043,             0.78191,             0.44603,            0.031423,            0.015552,            0.012031,           0.0064954,           0.0064954,           0.0064954
                 179,            0.021096,            0.016025,           0.0022073,             0.83706,             0.74294,             0.77976,             0.44751,            0.031005,            0.015704,             0.01195,           0.0064756,           0.0064756,           0.0064756
                 180,            0.021599,            0.016261,           0.0023881,             0.86319,             0.73034,             0.78381,             0.45465,            0.031299,            0.015759,            0.013085,           0.0064558,           0.0064558,           0.0064558
                 181,            0.021391,            0.016333,           0.0021971,             0.84827,             0.73585,             0.78489,             0.45568,             0.03131,            0.015625,            0.011349,            0.006436,            0.006436,            0.006436
                 182,            0.021649,            0.016445,           0.0021771,             0.86087,             0.72792,              0.7887,              0.4502,            0.031192,            0.015181,            0.012442,           0.0064162,           0.0064162,           0.0064162
                 183,            0.020846,            0.016184,           0.0019718,             0.86212,             0.73555,             0.78302,             0.44664,            0.031134,            0.015375,            0.012238,           0.0063964,           0.0063964,           0.0063964
                 184,            0.020996,            0.015936,           0.0022861,             0.85349,              0.7217,             0.79231,             0.44466,            0.031379,            0.015624,            0.013051,           0.0063766,           0.0063766,           0.0063766
                 185,            0.021169,            0.015939,           0.0023917,             0.84532,               0.716,             0.78874,             0.44461,            0.031241,            0.015528,            0.013532,           0.0063568,           0.0063568,           0.0063568
                 186,            0.021322,            0.015929,           0.0020544,             0.84382,              0.7172,             0.77983,              0.4429,            0.031545,            0.015551,            0.013133,            0.006337,            0.006337,            0.006337
                 187,            0.020969,            0.016172,           0.0021986,             0.84903,             0.71368,             0.77741,             0.43924,            0.031478,            0.015995,            0.013505,           0.0063172,           0.0063172,           0.0063172
                 188,            0.021074,            0.016578,           0.0021634,             0.84601,              0.7217,             0.77539,             0.43985,             0.03182,            0.015949,            0.013225,           0.0062974,           0.0062974,           0.0062974
                 189,            0.021459,            0.015609,            0.002106,             0.86407,             0.73332,             0.77799,             0.44167,            0.031675,            0.015541,            0.013412,           0.0062776,           0.0062776,           0.0062776
                 190,            0.021372,            0.016281,           0.0019992,             0.85279,             0.73585,             0.76928,             0.44458,            0.032108,            0.015834,            0.012821,           0.0062578,           0.0062578,           0.0062578
                 191,            0.020849,            0.015719,           0.0018918,             0.87318,             0.71462,             0.77332,             0.44581,            0.032223,            0.015839,            0.012036,            0.006238,            0.006238,            0.006238
                 192,            0.020844,            0.016042,           0.0020431,             0.85307,             0.71939,             0.77231,             0.45045,            0.031911,            0.015834,            0.012349,           0.0062182,           0.0062182,           0.0062182
                 193,            0.020959,            0.015733,           0.0019501,             0.85861,             0.70879,             0.77008,              0.4487,            0.031874,            0.015805,            0.011854,           0.0061984,           0.0061984,           0.0061984
                 194,            0.021198,             0.01619,           0.0022117,             0.81626,             0.72491,             0.76563,             0.44646,            0.032164,            0.015893,            0.011582,           0.0061786,           0.0061786,           0.0061786
                 195,            0.020605,            0.015808,           0.0021012,             0.82111,             0.72406,             0.76527,             0.44264,            0.032035,            0.015924,            0.011568,           0.0061588,           0.0061588,           0.0061588
                 196,             0.02083,            0.015526,           0.0019652,             0.82159,              0.7159,             0.75681,              0.4387,            0.031689,            0.016074,            0.011971,            0.006139,            0.006139,            0.006139
                 197,            0.020792,            0.015609,           0.0024627,             0.83147,             0.71263,             0.76187,             0.44558,            0.031525,            0.016103,            0.012394,           0.0061192,           0.0061192,           0.0061192
                 198,            0.021047,            0.015999,           0.0021551,             0.84932,             0.70339,             0.76272,             0.44849,            0.031898,            0.016304,            0.013248,           0.0060994,           0.0060994,           0.0060994
                 199,            0.020519,             0.01574,           0.0019987,             0.86675,              0.6895,             0.76378,             0.44841,            0.032007,            0.016212,             0.01422,           0.0060796,           0.0060796,           0.0060796
                 200,            0.020684,            0.015692,           0.0019042,             0.85858,             0.68625,             0.76367,             0.44698,            0.032115,            0.016042,            0.013453,           0.0060598,           0.0060598,           0.0060598
                 201,            0.020386,              0.0155,           0.0020963,             0.84196,              0.6907,             0.76102,             0.44409,            0.032038,            0.016245,            0.013366,             0.00604,             0.00604,             0.00604
                 202,            0.020814,            0.016056,           0.0022017,              0.8552,             0.69924,             0.77077,              0.4455,            0.032029,            0.016119,            0.013156,           0.0060202,           0.0060202,           0.0060202
                 203,            0.020373,            0.015778,           0.0020914,             0.83208,              0.7021,             0.75972,             0.44529,            0.031941,            0.016317,            0.013158,           0.0060004,           0.0060004,           0.0060004
                 204,            0.020475,            0.015894,           0.0021321,             0.82203,             0.70703,             0.75429,             0.44177,            0.031842,             0.01622,             0.01286,           0.0059806,           0.0059806,           0.0059806
                 205,            0.020584,            0.015312,           0.0020951,             0.83278,             0.70755,             0.76338,             0.45083,            0.031788,            0.016106,            0.011944,           0.0059608,           0.0059608,           0.0059608
                 206,             0.02066,            0.015571,           0.0019549,             0.82982,             0.71623,             0.76668,             0.45357,            0.031547,             0.01632,            0.011587,            0.005941,            0.005941,            0.005941
                 207,            0.020649,            0.015827,           0.0017919,             0.82161,             0.71698,             0.76795,             0.44758,            0.031641,            0.016312,            0.011919,           0.0059212,           0.0059212,           0.0059212
                 208,             0.02007,            0.015639,           0.0019557,             0.85245,             0.71457,             0.77186,             0.45372,            0.031357,            0.016062,             0.01168,           0.0059014,           0.0059014,           0.0059014
                 209,            0.020479,            0.015309,           0.0017964,             0.83147,              0.7293,             0.76927,             0.44923,            0.031247,            0.016093,            0.011758,           0.0058816,           0.0058816,           0.0058816
                 210,            0.020421,            0.015559,           0.0018805,             0.84296,             0.71934,             0.76896,             0.44631,            0.031098,            0.016213,            0.011605,           0.0058618,           0.0058618,           0.0058618
                 211,             0.02032,             0.01533,           0.0020346,             0.84821,             0.71877,             0.77349,             0.45323,            0.031286,            0.016111,            0.011181,            0.005842,            0.005842,            0.005842
                 212,            0.020844,            0.015803,           0.0021085,             0.84418,             0.71554,             0.78309,             0.45858,            0.031348,             0.01612,            0.011968,           0.0058222,           0.0058222,           0.0058222
                 213,            0.020252,            0.014938,           0.0019214,             0.84922,             0.71248,             0.77609,             0.45056,            0.031217,            0.016102,            0.011815,           0.0058024,           0.0058024,           0.0058024
                 214,            0.020365,            0.014963,           0.0019084,             0.83782,             0.71681,             0.76833,             0.44798,            0.031278,            0.016246,            0.012709,           0.0057826,           0.0057826,           0.0057826
                 215,            0.020094,            0.015671,           0.0020176,             0.83943,             0.72785,              0.7707,             0.44823,            0.031406,            0.016194,            0.011954,           0.0057628,           0.0057628,           0.0057628
                 216,            0.020275,             0.01565,           0.0020061,             0.84555,             0.72133,              0.7777,             0.45015,            0.031525,            0.016135,            0.012027,            0.005743,            0.005743,            0.005743
                 217,            0.019617,            0.015023,           0.0018802,             0.84476,             0.72533,             0.77598,              0.4492,            0.031466,            0.016215,            0.012095,           0.0057232,           0.0057232,           0.0057232
                 218,            0.019813,            0.015212,           0.0019908,             0.85712,             0.71698,             0.77855,             0.45661,            0.031405,            0.016188,            0.012166,           0.0057034,           0.0057034,           0.0057034
                 219,             0.02036,            0.015382,           0.0017678,             0.85079,             0.72049,             0.77957,             0.45975,            0.031484,            0.016201,            0.012094,           0.0056836,           0.0056836,           0.0056836
                 220,            0.019666,            0.015124,           0.0015787,             0.85489,             0.71934,               0.778,             0.45457,            0.031489,            0.016337,             0.01183,           0.0056638,           0.0056638,           0.0056638
                 221,            0.020024,            0.015318,           0.0020396,             0.86914,             0.72514,             0.77829,             0.46068,            0.031491,            0.016455,            0.011378,            0.005644,            0.005644,            0.005644
                 222,            0.020134,            0.015131,           0.0021407,             0.86084,             0.71934,             0.77503,             0.45886,            0.031782,            0.016603,            0.010984,           0.0056242,           0.0056242,           0.0056242
                 223,            0.019822,            0.015656,           0.0017665,             0.85158,             0.72801,             0.77433,             0.46161,            0.031833,            0.016622,            0.011175,           0.0056044,           0.0056044,           0.0056044
                 224,            0.019603,            0.014982,           0.0017475,             0.85503,             0.71984,             0.77587,             0.46141,            0.031734,            0.016746,            0.011101,           0.0055846,           0.0055846,           0.0055846
                 225,            0.019906,            0.015069,           0.0018203,             0.86219,             0.71772,             0.77542,             0.46293,            0.031785,            0.016863,            0.011626,           0.0055648,           0.0055648,           0.0055648
                 226,            0.019627,            0.015023,           0.0018188,             0.87076,             0.71509,             0.78078,             0.46334,            0.031828,            0.016811,            0.011468,            0.005545,            0.005545,            0.005545
                 227,            0.019878,            0.014758,            0.001714,             0.87142,              0.7217,             0.78916,              0.4632,            0.031799,            0.016826,            0.011612,           0.0055252,           0.0055252,           0.0055252
                 228,            0.019647,            0.015261,            0.001704,             0.87084,             0.72642,             0.78657,             0.46556,            0.031812,            0.016787,            0.011832,           0.0055054,           0.0055054,           0.0055054
                 229,            0.019381,            0.015093,           0.0016223,             0.86602,             0.72244,              0.7889,             0.46809,            0.031853,            0.016619,            0.011394,           0.0054856,           0.0054856,           0.0054856
                 230,            0.019699,            0.015061,           0.0019609,             0.85725,             0.71698,             0.78476,             0.46418,            0.031954,             0.01645,            0.011456,           0.0054658,           0.0054658,           0.0054658
                 231,            0.019762,            0.015011,           0.0017104,             0.85313,             0.72559,             0.78543,             0.46284,            0.032102,            0.016479,            0.011385,            0.005446,            0.005446,            0.005446
                 232,            0.019603,            0.014733,           0.0018825,             0.84423,             0.72767,             0.78397,              0.4615,            0.032193,            0.016589,            0.011334,           0.0054262,           0.0054262,           0.0054262
                 233,            0.019501,            0.014872,           0.0017596,             0.84729,             0.72507,             0.77867,             0.45931,            0.032353,            0.016678,            0.011018,           0.0054064,           0.0054064,           0.0054064
                 234,            0.019548,            0.014867,           0.0020948,             0.85708,             0.72406,             0.78288,             0.46079,            0.032325,            0.016792,            0.010862,           0.0053866,           0.0053866,           0.0053866
                 235,            0.019566,            0.015061,            0.001989,             0.85901,             0.71844,             0.78302,             0.46027,            0.032221,            0.016704,            0.010983,           0.0053668,           0.0053668,           0.0053668
                 236,             0.01977,            0.014995,           0.0018681,             0.84376,             0.71226,             0.77596,             0.45913,            0.032165,            0.016625,            0.011096,            0.005347,            0.005347,            0.005347
                 237,            0.019474,            0.015228,           0.0015722,             0.85707,             0.69936,             0.77119,             0.46183,             0.03237,              0.0167,            0.011116,           0.0053272,           0.0053272,           0.0053272
                 238,            0.019746,            0.015171,           0.0016567,             0.85267,             0.71155,             0.77397,             0.45739,            0.032427,            0.016697,             0.01126,           0.0053074,           0.0053074,           0.0053074
                 239,            0.019232,             0.01473,           0.0016477,             0.85084,             0.69867,             0.77354,             0.45907,            0.032458,            0.016705,            0.011637,           0.0052876,           0.0052876,           0.0052876
                 240,            0.019435,            0.014385,           0.0016385,             0.85295,             0.70488,             0.77731,             0.46154,            0.032355,            0.016804,            0.011153,           0.0052678,           0.0052678,           0.0052678
                 241,            0.019255,            0.015121,            0.001568,             0.84944,             0.70849,             0.78028,             0.46495,            0.032281,            0.016876,            0.010986,            0.005248,            0.005248,            0.005248
                 242,            0.018986,            0.014659,           0.0015187,             0.84648,             0.70991,             0.78271,             0.46541,            0.032258,             0.01685,            0.011037,           0.0052282,           0.0052282,           0.0052282
                 243,            0.019109,            0.014613,           0.0016774,             0.86747,             0.70519,             0.78057,             0.46267,            0.032361,             0.01685,            0.011264,           0.0052084,           0.0052084,           0.0052084
                 244,            0.019216,            0.014349,           0.0017689,              0.8613,             0.71404,              0.7806,             0.46465,            0.032171,            0.016813,            0.011376,           0.0051886,           0.0051886,           0.0051886
                 245,             0.01919,            0.014727,           0.0016328,             0.85922,               0.716,             0.78327,             0.46437,            0.032047,            0.016833,              0.0115,           0.0051688,           0.0051688,           0.0051688
                 246,             0.01917,            0.014599,           0.0016203,             0.86317,              0.7157,             0.78549,             0.46539,            0.032015,            0.016769,            0.011611,            0.005149,            0.005149,            0.005149
                 247,            0.019147,            0.014909,           0.0016483,             0.85919,              0.7217,             0.78724,             0.46647,            0.031926,            0.016748,            0.011622,           0.0051292,           0.0051292,           0.0051292
                 248,            0.019165,            0.014735,           0.0017082,             0.85969,             0.71925,             0.78741,             0.46782,            0.031833,            0.016713,            0.011724,           0.0051094,           0.0051094,           0.0051094
                 249,            0.019172,            0.014617,           0.0015903,             0.85706,             0.71899,             0.78463,             0.46894,            0.031795,            0.016679,            0.011856,           0.0050896,           0.0050896,           0.0050896
                 250,            0.019288,            0.014515,              0.0016,             0.85475,             0.72299,             0.78472,              0.4686,            0.031878,            0.016653,            0.012048,           0.0050698,           0.0050698,           0.0050698
                 251,            0.018631,            0.014143,           0.0015749,             0.84846,              0.7217,             0.78234,             0.46516,            0.031903,            0.016665,            0.012375,             0.00505,             0.00505,             0.00505
                 252,            0.019118,            0.014473,           0.0017243,             0.85101,             0.71876,             0.78141,             0.46302,            0.031918,            0.016669,            0.012518,           0.0050302,           0.0050302,           0.0050302
                 253,            0.018854,            0.014336,           0.0016783,             0.85109,             0.71872,             0.78502,             0.46288,            0.031978,            0.016716,            0.012309,           0.0050104,           0.0050104,           0.0050104
                 254,            0.019209,            0.014716,           0.0017653,             0.85148,             0.71934,             0.78401,             0.46373,            0.032068,            0.016739,            0.012391,           0.0049906,           0.0049906,           0.0049906
                 255,            0.018776,            0.014416,           0.0018047,             0.85604,             0.72049,             0.78639,             0.46383,            0.032048,            0.016703,            0.012424,           0.0049708,           0.0049708,           0.0049708
                 256,            0.019342,            0.014296,           0.0015325,             0.86506,             0.72421,             0.79007,              0.4681,             0.03207,            0.016697,            0.012244,            0.004951,            0.004951,            0.004951
                 257,            0.019027,            0.014715,           0.0015522,             0.86261,             0.71914,             0.78954,             0.46833,            0.032229,            0.016726,            0.012327,           0.0049312,           0.0049312,           0.0049312
                 258,            0.018845,             0.01452,           0.0015388,             0.86423,             0.71226,             0.78957,             0.46582,            0.032338,            0.016802,            0.012234,           0.0049114,           0.0049114,           0.0049114
                 259,            0.018688,            0.014428,           0.0015369,             0.86471,             0.70519,             0.78765,             0.46485,            0.032414,            0.016817,            0.012279,           0.0048916,           0.0048916,           0.0048916
                 260,            0.018482,            0.014349,           0.0015738,             0.86598,             0.71462,             0.78916,             0.46797,            0.032424,            0.016833,            0.012164,           0.0048718,           0.0048718,           0.0048718
                 261,             0.01885,            0.014234,           0.0015329,              0.8667,             0.71698,             0.79076,              0.4669,             0.03245,            0.016903,            0.012048,            0.004852,            0.004852,            0.004852
                 262,            0.018547,            0.014297,            0.001511,             0.87199,             0.71168,             0.78907,             0.46607,            0.032483,             0.01689,            0.012208,           0.0048322,           0.0048322,           0.0048322
                 263,            0.018522,            0.013762,            0.001515,              0.8662,             0.70991,             0.79137,             0.46515,            0.032464,            0.016883,            0.012254,           0.0048124,           0.0048124,           0.0048124
                 264,            0.018512,            0.014134,            0.001495,             0.86521,             0.70622,             0.79193,             0.46807,            0.032455,            0.016814,            0.012146,           0.0047926,           0.0047926,           0.0047926
